Date, Qui, Quoi, Delta, Total Caisse, Total Coffre, Total Coffre plus Caisse (Cash), Total Banque, Total Urlab, Commentaire du Trésorier
13/02/2024,Astramast/Arthur,Décompte de caisse,-21.7099999999999,64.9,912.2,977.1,0,977.1,23e dépensés en 1Quadri
