Date,Qui,Quoi,Delta,Total Caisse,Total Coffre,Total Coffre plus Caisse (Cash),Total Banque,Total Urlab,Commentaire du trésorier
12/07/2023,Astramast/Arthur,Decompte de caisse,16.6999999999999,46.61,952.2,998.81,0,998.81,
07/12/2023,Astramast/Arthur,Transfert de caisse a coffre,0,36.61,962.2,998.81,0,998.81,
