Date,Qui,Quoi,Delta,Total Caisse,Total Coffre,Total Coffre plus Caisse (Cash),Total Banque,Total Urlab,Commentaire du trésorier
06/11/2023,Astramast/Arthur,Fanta Orange 33cl x15,-12.23,3.58,1111.92,1115.5,0,1115.5,
06/11/2023,Astramast/Arthur,Lipton Iced Tea Peach 33cl x8,-5.93,3.58,1105.99,1109.57,0,1109.57,
06/11/2023,Astramast/Arthur,Fanta Lemon 33cl x6,-5.39,3.58,1100.6,1104.18,0,1104.18,
06/11/2023,Astramast/Arthur,Lay’s chips Naturel 45g x20,-13.8,3.58,1086.8,1090.38,0,1090.38,
23/11/2023,Astramast/Arthur,4 feutres BIC,-4.39,3.58,1082.41,1085.99,0,1085.99,
27/11/2023,Astramast/Arthur,Boite à outils et outils,-85.4,3.58,997.01,1000.59,0,1000.59,On s’est fait douiller mais on avait besoin d’outils
30/11/2023,Astramast/Arthur,Fanta No Sugar Orange 33cl x6,-5.29,3.58,991.72,995.3,0,995.3,
30/11/2023,Astramast/Arthur,Décompte Coffre et Caisse,-13.1899999999999,29.91,952.2,982.11,0,982.11,Perte inconnue. Vol ?
